Took,Over,Draft Round,Edge,Result,Account
Berserker,Lava Hound,3,+0.281,Win,#9RG0VPUVY
Rascals,Rage,4,+0.282,Loss,#9RG0VPUVY
Fireball,Executioner,4,+0.282,Win,#9RG0VPUVY
Goblin Barrel,Inferno Dragon,3,+0.284,Win,#9RG0VPUVY
Mega Knight,Elite Barbarians,2,+0.284,Loss,#9RG0VPUVY
Golem,Rage,3,+0.284,Win,#9RG0VPUVY
Tombstone,Elite Barbarians,1,+0.285,Win,#9RG0VPUVY
Arrows,Elite Barbarians,3,+0.285,Loss,#9RG0VPUVY
Skeleton Barrel,Berserker,3,+0.286,Win,#9RG0VPUVY
Skeleton Barrel,Berserker,2,+0.286,Win,#9RG0VPUVY
Skeleton Barrel,Berserker,2,+0.286,Win,#9RG0VPUVY
Witch,P.E.K.K.A,3,+0.286,Win,#9RG0VPUVY
Skeleton Barrel,Berserker,4,+0.286,Loss,#9RG0VPUVY
The Log,Knight,1,+0.287,Win,#9RG0VPUVY
Goblin Drill,Dart Goblin,1,+0.291,Win,#9RG0VPUVY
Mortar,Elixir Golem,4,+0.296,Loss,#9RG0VPUVY
Mortar,Elixir Golem,2,+0.296,Loss,#9RG0VPUVY
Inferno Dragon,Inferno Tower,2,+0.299,Win,#9RG0VPUVY
Skeleton Barrel,Executioner,1,+0.299,Win,#9RG0VPUVY
Skeleton Barrel,Executioner,1,+0.299,Win,#9RG0VPUVY
Goblin Barrel,Heal Spirit,1,+0.300,Win,#9RG0VPUVY
Zappies,Elite Barbarians,2,+0.305,Loss,#9RG0VPUVY
Electro Spirit,Lava Hound,4,+0.306,Win,#9RG0VPUVY
The Log,Bandit,1,+0.307,Win,#9RG0VPUVY
Musketeer,Electro Spirit,1,+0.307,Loss,#9RG0VPUVY
Musketeer,Electro Spirit,2,+0.307,Win,#9RG0VPUVY
Goblin Drill,Zap,2,+0.308,Win,#9RG0VPUVY
Goblin Drill,Zap,2,+0.308,Loss,#9RG0VPUVY
The Log,Mortar,2,+0.309,Win,#9RG0VPUVY
The Log,Inferno Dragon,4,+0.310,Win,#9RQ8YRYQL
Barbarian Barrel,Bandit,2,+0.311,Win,#9RG0VPUVY
Musketeer,Ice Spirit,3,+0.311,Loss,#9RG0VPUVY
P.E.K.K.A,Royal Giant,2,+0.312,Win,#9RG0VPUVY
Barbarian Barrel,Mortar,1,+0.313,Win,#9RG0VPUVY
Goblin Barrel,P.E.K.K.A,3,+0.313,Win,#9RG0VPUVY
Zappies,Goblin Giant,1,+0.313,Win,#9RG0VPUVY
Barbarian Barrel,Inferno Dragon,3,+0.314,Win,#9RG0VPUVY
Poison,Fisherman,2,+0.316,Win,#9RG0VPUVY
Poison,Fisherman,4,+0.316,Loss,#9RG0VPUVY
Poison,Fisherman,3,+0.316,Loss,#9RG0VPUVY
Poison,Fisherman,1,+0.316,Win,#9RG0VPUVY
Poison,Mother Witch,1,+0.317,Loss,#9RG0VPUVY
Zap,Elixir Golem,4,+0.318,Win,#9RG0VPUVY
Knight,Elixir Golem,4,+0.318,Win,#9RG0VPUVY
Royal Hogs,Rage,3,+0.321,Win,#9RG0VPUVY
Royal Hogs,Rage,3,+0.321,Loss,#9RG0VPUVY
Suspicious Bush,Zappies,4,+0.321,Loss,#9RG0VPUVY
Royal Hogs,Rage,4,+0.321,Loss,#9RG0VPUVY
Suspicious Bush,Zappies,2,+0.321,Win,#9RG0VPUVY
Royal Hogs,Rage,1,+0.321,Win,#9RG0VPUVY
Poison,Night Witch,1,+0.322,Win,#9RQ8YRYQL
Fireball,Bandit,2,+0.322,Win,#9RG0VPUVY
Fireball,Bandit,4,+0.322,Win,#9RG0VPUVY
Witch,Fisherman,2,+0.325,Win,#9RG0VPUVY
Fireball,Inferno Dragon,4,+0.325,Win,#9RG0VPUVY
The Log,Heal Spirit,1,+0.326,Win,#9RG0VPUVY
Witch,Mother Witch,3,+0.326,Win,#9RG0VPUVY
Goblin Demolisher,Dart Goblin,2,+0.327,Loss,#9RG0VPUVY
Goblin Demolisher,Dart Goblin,3,+0.327,Win,#9RG0VPUVY
Vines,Valkyrie,4,+0.328,Win,#9RG0VPUVY
Vines,Valkyrie,1,+0.328,Loss,#9RG0VPUVY
Furnace,Elite Barbarians,1,+0.329,Win,#9RG0VPUVY
Furnace,Elite Barbarians,4,+0.329,Loss,#9RG0VPUVY
Goblin Drill,Mortar,3,+0.330,Win,#9RQ8YRYQL
Barbarian Barrel,Heal Spirit,3,+0.330,Loss,#9RG0VPUVY
Witch,Night Witch,2,+0.331,Win,#9RG0VPUVY
Goblin Drill,Inferno Dragon,4,+0.331,Win,#9RG0VPUVY
Poison,Dark Prince,2,+0.333,Win,#9RG0VPUVY
Furnace,Goblin Giant,3,+0.337,Win,#9RG0VPUVY
Wizard,Elixir Golem,3,+0.337,Win,#9RG0VPUVY
Witch,Valkyrie,1,+0.338,Win,#9RG0VPUVY
Golem,Lava Hound,1,+0.340,Win,#9RG0VPUVY
The Log,Royal Delivery,1,+0.340,Win,#9RG0VPUVY
Wizard,Inferno Tower,4,+0.341,Win,#9RG0VPUVY
Suspicious Bush,Tombstone,1,+0.341,Win,#9RG0VPUVY
Vines,Ram Rider,4,+0.341,Loss,#9RG0VPUVY
Vines,Ram Rider,1,+0.341,Win,#9RG0VPUVY
Fireball,Heal Spirit,4,+0.341,Win,#9RG0VPUVY
Inferno Dragon,Royal Giant,4,+0.341,Win,#9RG0VPUVY
Electro Wizard,Giant,3,+0.341,Win,#9RG0VPUVY
Inferno Dragon,Royal Giant,1,+0.341,Loss,#9RG0VPUVY
Skeleton Barrel,Inferno Dragon,4,+0.342,Win,#9RG0VPUVY
Witch,Dark Prince,2,+0.342,Win,#9RG0VPUVY
Bandit,Royal Giant,1,+0.344,Loss,#9RG0VPUVY
Bandit,Royal Giant,4,+0.344,Win,#9RG0VPUVY
Barbarian Barrel,Royal Delivery,3,+0.344,Loss,#9RG0VPUVY
Witch,Hunter,4,+0.346,Win,#9RG0VPUVY
Electro Wizard,Rune Giant,3,+0.346,Win,#9RG0VPUVY
Skeleton Army,Heal Spirit,1,+0.347,Win,#9RG0VPUVY
Goblin Barrel,Giant,2,+0.348,Win,#9RG0VPUVY
Musketeer,Dart Goblin,3,+0.348,Loss,#9RG0VPUVY
Graveyard,Lava Hound,2,+0.350,Win,#9RG0VPUVY
Graveyard,Lava Hound,2,+0.350,Loss,#9RG0VPUVY
Goblin Barrel,Fisherman,1,+0.352,Loss,#9RG0VPUVY
Goblin Barrel,Fisherman,1,+0.352,Win,#9RG0VPUVY
Fireball,P.E.K.K.A,3,+0.354,Win,#9RG0VPUVY
Dart Goblin,Rocket,4,+0.356,Win,#9RG0VPUVY
Dart Goblin,Rocket,3,+0.356,Loss,#9RG0VPUVY
Vines,Tesla,2,+0.357,Win,#9RG0VPUVY
Wizard,Rocket,3,+0.358,Loss,#9RG0VPUVY
Electro Wizard,Valkyrie,3,+0.358,Win,#9RG0VPUVY
Skeleton Army,P.E.K.K.A,3,+0.360,Loss,#9RG0VPUVY
Witch,Giant Snowball,1,+0.360,Loss,#9RG0VPUVY
Skeleton Army,Royal Delivery,2,+0.361,Win,#9RG0VPUVY
Goblin Drill,Royal Delivery,2,+0.361,Win,#9RG0VPUVY
Electro Wizard,Dark Prince,1,+0.362,Win,#9RG0VPUVY
Electro Wizard,Dark Prince,4,+0.362,Loss,#9RG0VPUVY
Arrows,Lava Hound,4,+0.362,Loss,#9RG0VPUVY
Electro Wizard,Dark Prince,1,+0.362,Win,#9RG0VPUVY
Goblin Demolisher,Bandit,1,+0.364,Win,#9RG0VPUVY
Goblin Demolisher,Bandit,1,+0.364,Win,#9RG0VPUVY
Zap,Royal Giant,4,+0.364,Win,#9RG0VPUVY
Knight,Royal Giant,1,+0.364,Loss,#9RG0VPUVY
Suspicious Bush,Rascals,2,+0.365,Win,#9RG0VPUVY
Witch,Tesla,4,+0.367,Loss,#9RG0VPUVY
Goblin Demolisher,Inferno Dragon,2,+0.367,Win,#9RG0VPUVY
Berserker,X-Bow,2,+0.369,Win,#9RG0VPUVY
The Log,Ice Wizard,4,+0.371,Win,#9RG0VPUVY
Skeleton Barrel,P.E.K.K.A,4,+0.371,Loss,#9RG0VPUVY
Berserker,Rocket,1,+0.372,Loss,#9RG0VPUVY
Suspicious Bush,Three Musketeers,2,+0.372,Loss,#9RG0VPUVY
Ice Spirit,Elixir Golem,4,+0.372,Win,#9RG0VPUVY
Ice Spirit,Elixir Golem,4,+0.372,Win,#9RG0VPUVY
Suspicious Bush,Firecracker,4,+0.375,Win,#9RG0VPUVY
Suspicious Bush,Firecracker,2,+0.375,Win,#9RG0VPUVY
Suspicious Bush,Firecracker,2,+0.375,Win,#9RG0VPUVY
Electro Spirit,Elixir Golem,1,+0.376,Win,#9RG0VPUVY
Ice Spirit,Inferno Tower,1,+0.376,Win,#9RG0VPUVY
The Log,Flying Machine,3,+0.378,Loss,#9RG0VPUVY
Barbarian Barrel,Giant,4,+0.378,Win,#9RG0VPUVY
Barbarian Barrel,Giant,1,+0.378,Win,#9RG0VPUVY
Skeleton Army,Barbarian Hut,2,+0.378,Loss,#9RG0VPUVY
Electro Wizard,Giant Snowball,2,+0.380,Win,#9RG0VPUVY
Electro Wizard,Giant Snowball,2,+0.380,Win,#9RG0VPUVY
Dart Goblin,Royal Giant,3,+0.381,Win,#9RG0VPUVY
Barbarian Barrel,Mother Witch,1,+0.383,Win,#9RG0VPUVY
Goblin Hut,Lava Hound,4,+0.384,Loss,#9RG0VPUVY
Goblin Hut,Lava Hound,4,+0.384,Loss,#9RG0VPUVY
Baby Dragon,Elixir Golem,4,+0.385,Win,#9RG0VPUVY
Goblin Barrel,Giant Snowball,1,+0.387,Loss,#9RG0VPUVY
Goblin Barrel,Giant Snowball,2,+0.387,Win,#9RG0VPUVY
Barbarian Barrel,Night Witch,3,+0.388,Win,#9RG0VPUVY
Fireball,Fisherman,4,+0.393,Win,#9RG0VPUVY
Fireball,Mother Witch,3,+0.394,Loss,#9RG0VPUVY
Goblin Barrel,Tesla,3,+0.394,Win,#9RG0VPUVY
Goblin Drill,Giant,3,+0.395,Win,#9RG0VPUVY
Goblin Drill,Giant,4,+0.395,Loss,#9RG0VPUVY
Goblin Drill,Giant,2,+0.395,Loss,#9RG0VPUVY
Vines,Elite Barbarians,4,+0.395,Win,#9RG0VPUVY
Barbarian Barrel,Valkyrie,2,+0.395,Win,#9RG0VPUVY
Goblin Demolisher,P.E.K.K.A,3,+0.396,Win,#9RG0VPUVY
Goblin Demolisher,P.E.K.K.A,2,+0.396,Win,#9RG0VPUVY
Goblin Demolisher,Royal Delivery,2,+0.397,Win,#9RQ8YRYQL
Goblin Demolisher,Royal Delivery,2,+0.397,Win,#9RG0VPUVY
Goblin Drill,Flying Machine,3,+0.399,Win,#9RG0VPUVY
Fireball,Night Witch,3,+0.399,Win,#9RG0VPUVY
Suspicious Bush,Ice Spirit,2,+0.401,Loss,#9RG0VPUVY
Three Musketeers,Elixir Golem,3,+0.401,Win,#9RG0VPUVY
Firecracker,Inferno Tower,1,+0.402,Win,#9RG0VPUVY
Baby Dragon,X-Bow,1,+0.403,Win,#9RG0VPUVY
Poison,Goblin Giant,1,+0.404,Loss,#9RG0VPUVY
Witch,Elite Barbarians,1,+0.405,Win,#9RG0VPUVY
Skeleton Barrel,Giant,1,+0.406,Win,#9RG0VPUVY
Furnace,Lava Hound,1,+0.406,Win,#9RG0VPUVY
Furnace,Lava Hound,3,+0.406,Win,#9RG0VPUVY
Fireball,Valkyrie,1,+0.406,Loss,#9RG0VPUVY
Barbarian Barrel,Ram Rider,1,+0.408,Win,#9RG0VPUVY
Fireball,Dark Prince,2,+0.410,Win,#9RG0VPUVY
Skeleton Barrel,Rune Giant,4,+0.411,Win,#9RG0VPUVY
Goblin Drill,Valkyrie,1,+0.412,Loss,#9RG0VPUVY
Skeleton Army,Valkyrie,2,+0.412,Win,#9RG0VPUVY
Witch,Goblin Giant,3,+0.413,Win,#9RG0VPUVY
Witch,Goblin Giant,2,+0.413,Win,#9RG0VPUVY
The Log,Giant Snowball,3,+0.413,Loss,#9RG0VPUVY
Skeleton Army,Dark Prince,3,+0.416,Win,#9RG0VPUVY
Princess,Elixir Golem,3,+0.417,Win,#9RG0VPUVY
Musketeer,P.E.K.K.A,3,+0.417,Loss,#9RG0VPUVY
Musketeer,P.E.K.K.A,1,+0.417,Win,#9RG0VPUVY
Princess,Elixir Golem,4,+0.417,Win,#9RG0VPUVY
Musketeer,P.E.K.K.A,1,+0.417,Loss,#9RG0VPUVY
Musketeer,Royal Delivery,3,+0.418,Loss,#9RG0VPUVY
Ice Spirit,Royal Giant,2,+0.418,Win,#9RG0VPUVY
Skeleton Army,Hunter,4,+0.420,Loss,#9RG0VPUVY
The Log,Tesla,2,+0.420,Win,#9RG0VPUVY
Skeleton Barrel,Valkyrie,4,+0.423,Loss,#9RG0VPUVY
Skeleton Army,Ram Rider,1,+0.425,Win,#9RG0VPUVY
Skeleton Army,Ram Rider,2,+0.425,Loss,#9RG0VPUVY
Goblin Drill,Ram Rider,4,+0.425,Loss,#9RG0VPUVY
Fireball,Giant Snowball,1,+0.428,Win,#9RG0VPUVY
Golem,Rocket,4,+0.431,Loss,#9RG0VPUVY
Mega Knight,Elixir Golem,3,+0.431,Win,#9RG0VPUVY
Goblin Drill,Giant Snowball,2,+0.434,Win,#9RG0VPUVY
Mega Knight,Inferno Tower,2,+0.435,Win,#9RG0VPUVY
Mega Knight,Inferno Tower,3,+0.435,Loss,#9RG0VPUVY
Mega Knight,Inferno Tower,4,+0.435,Win,#9RG0VPUVY
Tombstone,Inferno Tower,3,+0.436,Win,#9RG0VPUVY
Skeleton Barrel,Ram Rider,3,+0.436,Win,#9RG0VPUVY
Graveyard,X-Bow,1,+0.438,Win,#9RG0VPUVY
Firecracker,Royal Giant,1,+0.444,Win,#9RG0VPUVY
Electro Wizard,Rage,1,+0.446,Win,#9RG0VPUVY
Royal Hogs,Elixir Golem,1,+0.447,Win,#9RG0VPUVY
Three Musketeers,Royal Giant,2,+0.447,Win,#9RG0VPUVY
Three Musketeers,Royal Giant,1,+0.447,Loss,#9RG0VPUVY
Royal Hogs,Elixir Golem,1,+0.447,Win,#9RG0VPUVY
Mega Knight,X-Bow,1,+0.449,Win,#9RG0VPUVY
Mega Knight,Rocket,3,+0.452,Win,#9RG0VPUVY
Zappies,Elixir Golem,2,+0.452,Loss,#9RG0VPUVY
Musketeer,Giant,3,+0.452,Win,#9RG0VPUVY
Musketeer,Giant,3,+0.452,Loss,#9RG0VPUVY
Goblin Hut,Elixir Golem,2,+0.454,Win,#9RG0VPUVY
Suspicious Bush,Knight,3,+0.455,Win,#9RG0VPUVY
Suspicious Bush,Knight,2,+0.455,Win,#9RG0VPUVY
Suspicious Bush,Zap,3,+0.455,Win,#9RG0VPUVY
Suspicious Bush,Zap,3,+0.455,Win,#9RG0VPUVY
Golem,Royal Giant,1,+0.456,Win,#9RG0VPUVY
The Log,Elite Barbarians,2,+0.458,Win,#9RG0VPUVY
The Log,Elite Barbarians,1,+0.458,Loss,#9RG0VPUVY
Fireball,Ronin,4,+0.462,Win,#9RG0VPUVY
Royal Hogs,X-Bow,2,+0.465,Loss,#9RG0VPUVY
Graveyard,Royal Giant,2,+0.466,Loss,#9RG0VPUVY
Skeleton Army,Ronin,2,+0.468,Win,#9RG0VPUVY
Skeleton Army,Ronin,3,+0.468,Win,#9RG0VPUVY
Barbarian Barrel,Goblin Giant,1,+0.470,Win,#9RG0VPUVY
Vines,Lava Hound,3,+0.472,Win,#9RG0VPUVY
Poison,Lava Hound,1,+0.473,Loss,#9RG0VPUVY
Goblin Demolisher,Tesla,3,+0.477,Win,#9RG0VPUVY
Suspicious Bush,Mortar,1,+0.477,Loss,#9RG0VPUVY
Musketeer,Hunter,2,+0.477,Win,#9RG0VPUVY
Tombstone,Royal Giant,1,+0.478,Loss,#9RG0VPUVY
The Log,Rage,4,+0.479,Win,#9RG0VPUVY
The Log,Rage,1,+0.479,Win,#9RG0VPUVY
Fireball,Goblin Giant,3,+0.481,Win,#9RG0VPUVY
Musketeer,Ram Rider,3,+0.482,Win,#9RG0VPUVY
Skeleton Army,Goblin Giant,2,+0.487,Loss,#9RG0VPUVY
Goblin Drill,Goblin Giant,2,+0.487,Loss,#9RG0VPUVY
Musketeer,Giant Snowball,3,+0.491,Loss,#9RG0VPUVY
Royal Hogs,Royal Giant,1,+0.493,Win,#9RG0VPUVY
Fireball,Rage,2,+0.494,Loss,#9RG0VPUVY
Furnace,X-Bow,2,+0.494,Win,#9RG0VPUVY
Musketeer,Tesla,4,+0.498,Win,#9RG0VPUVY
Goblin Hut,Royal Giant,4,+0.500,Win,#9RG0VPUVY
Electro Wizard,Lava Hound,1,+0.502,Loss,#9RG0VPUVY
Electro Wizard,Lava Hound,3,+0.502,Win,#9RG0VPUVY
Suspicious Bush,P.E.K.K.A,2,+0.507,Loss,#9RG0VPUVY
Suspicious Bush,P.E.K.K.A,3,+0.507,Win,#9RG0VPUVY
Suspicious Bush,P.E.K.K.A,4,+0.507,Win,#9RG0VPUVY
Suspicious Bush,P.E.K.K.A,3,+0.507,Loss,#9RG0VPUVY
Suspicious Bush,Royal Delivery,4,+0.508,Win,#9RG0VPUVY
Goblin Barrel,Lava Hound,1,+0.509,Win,#9RG0VPUVY
Skeleton Barrel,Rage,4,+0.511,Win,#9RG0VPUVY
Goblin Demolisher,Elite Barbarians,2,+0.515,Win,#9RG0VPUVY
Goblin Demolisher,Goblin Giant,4,+0.523,Loss,#9RQ8YRYQL
Goblin Demolisher,Goblin Giant,4,+0.523,Loss,#9RG0VPUVY
Suspicious Bush,Barbarian Hut,3,+0.525,Win,#9RG0VPUVY
The Log,Lava Hound,4,+0.535,Win,#9RG0VPUVY
Goblin Demolisher,Rage,4,+0.536,Loss,#9RG0VPUVY
Suspicious Bush,Ice Wizard,3,+0.539,Win,#9RG0VPUVY
Suspicious Bush,Flying Machine,1,+0.546,Win,#9RG0VPUVY
Suspicious Bush,Flying Machine,3,+0.546,Win,#9RG0VPUVY
Poison,Inferno Tower,3,+0.547,Win,#9RG0VPUVY
Poison,Inferno Tower,4,+0.547,Loss,#9RG0VPUVY
Witch,Elixir Golem,2,+0.552,Win,#9RG0VPUVY
Suspicious Bush,Night Witch,4,+0.552,Win,#9RG0VPUVY
Goblin Drill,Lava Hound,1,+0.556,Win,#9RG0VPUVY
Skeleton Army,Lava Hound,3,+0.556,Win,#9RG0VPUVY
Goblin Drill,Lava Hound,3,+0.556,Win,#9RG0VPUVY
Musketeer,Rage,4,+0.557,Win,#9RQ8YRYQL
Suspicious Bush,Dark Prince,2,+0.563,Win,#9RG0VPUVY
Skeleton Barrel,Lava Hound,3,+0.567,Win,#9RG0VPUVY
Suspicious Bush,Hunter,1,+0.567,Loss,#9RG0VPUVY
Suspicious Bush,Ram Rider,3,+0.572,Win,#9RG0VPUVY
Electro Wizard,Inferno Tower,3,+0.576,Loss,#9RG0VPUVY
Suspicious Bush,Giant Snowball,4,+0.581,Loss,#9RG0VPUVY
Suspicious Bush,Giant Snowball,2,+0.581,Win,#9RG0VPUVY
Vines,Royal Giant,2,+0.588,Win,#9RG0VPUVY
Poison,Royal Giant,3,+0.589,Win,#9RG0VPUVY
Electro Wizard,Rocket,1,+0.593,Win,#9RG0VPUVY
The Log,Inferno Tower,1,+0.609,Win,#9RG0VPUVY
Barbarian Barrel,Inferno Tower,3,+0.613,Win,#9RG0VPUVY
The Log,X-Bow,4,+0.623,Win,#9RG0VPUVY
Goblin Drill,Elixir Golem,2,+0.626,Win,#9RG0VPUVY
Goblin Drill,Elixir Golem,4,+0.626,Win,#9RG0VPUVY
The Log,Rocket,1,+0.626,Win,#9RG0VPUVY
Skeleton Army,Inferno Tower,4,+0.630,Win,#9RG0VPUVY
Barbarian Barrel,Rocket,3,+0.630,Win,#9RG0VPUVY
Skeleton Barrel,Elixir Golem,4,+0.637,Win,#9RG0VPUVY
Skeleton Barrel,Elixir Golem,4,+0.637,Win,#9RG0VPUVY
Goblin Drill,X-Bow,3,+0.644,Win,#9RG0VPUVY
The Log,Royal Giant,2,+0.651,Loss,#9RG0VPUVY
Barbarian Barrel,Royal Giant,4,+0.655,Win,#9RG0VPUVY
Goblin Demolisher,Elixir Golem,1,+0.662,Win,#9RG0VPUVY
Musketeer,Elixir Golem,4,+0.683,Win,#9RG0VPUVY
Musketeer,Elixir Golem,4,+0.683,Win,#9RG0VPUVY
Skeleton Barrel,Royal Giant,3,+0.683,Win,#9RG0VPUVY
Musketeer,Inferno Tower,2,+0.687,Win,#9RG0VPUVY
Goblin Demolisher,Royal Giant,1,+0.708,Win,#9RG0VPUVY
Suspicious Bush,Elixir Golem,1,+0.773,Loss,#9RG0VPUVY
Suspicious Bush,X-Bow,4,+0.791,Win,#9RG0VPUVY
